# SYNTHETIC DATA — generated by training/generate_data.py. These customers, portfolios, products and interactions are fabricated. Not real banking data.
user_id,record_type,days_ago,product_id,purpose,amount,tenure,strategy,suitability,status,event_type,SYNTHETIC
syn-0115,RECOMMENDATION,267.3,BL-602,MEDICAL,1929500.0,120,LIQUIDATE_100,0.475,RECOMMENDED,,TRUE
syn-0115,EVENT,267.0809546550954,BL-602,,,,,,,VIEWED,TRUE
syn-0121,RECOMMENDATION,318.2,BL-601,MEDICAL,2414200.0,60,BORROW_40_LIQUIDATE_60,0.59,RECOMMENDED,,TRUE
syn-0121,EVENT,317.46584727464955,BL-601,,,,,,,DECLINED,TRUE
syn-0122,RECOMMENDATION,41.8,HL-103,BUSINESS,2006000.0,48,BORROW_20_LIQUIDATE_80,0.602,RECOMMENDED,,TRUE
syn-0122,EVENT,41.10488353171776,HL-103,,,,,,,VIEWED,TRUE
syn-0122,RECOMMENDATION,424.8,ML-501,EDUCATION,395600.0,12,BORROW_100,0.873,RECOMMENDED,,TRUE
syn-0122,EVENT,424.4369847871008,ML-501,,,,,,,DECLINED,TRUE
syn-0122,RECOMMENDATION,96.1,EL-301,EDUCATION,756600.0,84,LIQUIDATE_100,0.907,RECOMMENDED,,TRUE
syn-0122,EVENT,95.21430374919206,EL-301,,,,,,,VIEWED,TRUE
syn-0122,RECOMMENDATION,167.2,HL-103,PERSONAL,318600.0,36,BORROW_20_LIQUIDATE_80,0.717,RECOMMENDED,,TRUE
syn-0122,EVENT,166.92036811217767,HL-103,,,,,,,ACCEPTED,TRUE
syn-0126,RECOMMENDATION,214.5,PL-402,EDUCATION,176400.0,12,BORROW_20_LIQUIDATE_80,0.751,RECOMMENDED,,TRUE
syn-0126,EVENT,213.9022361119914,PL-402,,,,,,,ACCEPTED,TRUE
syn-0126,RECOMMENDATION,405.9,EL-301,BUSINESS,1332100.0,60,BORROW_60_LIQUIDATE_40,0.949,RECOMMENDED,,TRUE
syn-0126,EVENT,405.1223895106106,EL-301,,,,,,,DECLINED,TRUE
syn-0126,RECOMMENDATION,201.6,VL-202,EDUCATION,141900.0,24,BORROW_60_LIQUIDATE_40,0.902,RECOMMENDED,,TRUE
syn-0126,EVENT,201.13295075675265,VL-202,,,,,,,VIEWED,TRUE
syn-0126,RECOMMENDATION,230.7,EL-302,HOME,202800.0,84,BORROW_40_LIQUIDATE_60,0.737,RECOMMENDED,,TRUE
syn-0126,EVENT,229.78662984439788,EL-302,,,,,,,ACCEPTED,TRUE
syn-0126,RECOMMENDATION,207.1,BL-601,EDUCATION,903900.0,60,BORROW_20_LIQUIDATE_80,0.691,RECOMMENDED,,TRUE
syn-0126,EVENT,206.75340788071202,BL-601,,,,,,,ACCEPTED,TRUE
syn-0128,RECOMMENDATION,77.2,BL-601,MEDICAL,972100.0,24,LIQUIDATE_100,0.769,RECOMMENDED,,TRUE
syn-0128,EVENT,77.11536542097716,BL-601,,,,,,,DECLINED,TRUE
syn-0128,RECOMMENDATION,416.4,VL-202,EDUCATION,3197100.0,36,BORROW_80_LIQUIDATE_20,0.737,RECOMMENDED,,TRUE
syn-0128,EVENT,415.9881955176234,VL-202,,,,,,,VIEWED,TRUE
syn-0128,RECOMMENDATION,400.0,HL-103,VEHICLE,879500.0,84,BORROW_80_LIQUIDATE_20,0.513,RECOMMENDED,,TRUE
syn-0128,EVENT,399.4151195341546,HL-103,,,,,,,VIEWED,TRUE
syn-0136,RECOMMENDATION,287.7,EL-302,VEHICLE,3460500.0,12,BORROW_80_LIQUIDATE_20,0.523,RECOMMENDED,,TRUE
syn-0136,EVENT,286.79647034307186,EL-302,,,,,,,VIEWED,TRUE
syn-0136,RECOMMENDATION,405.9,HL-101,VEHICLE,5524800.0,36,BORROW_20_LIQUIDATE_80,0.372,RECOMMENDED,,TRUE
syn-0136,EVENT,405.49507170703606,HL-101,,,,,,,DECLINED,TRUE
syn-0136,RECOMMENDATION,416.5,HL-101,BUSINESS,4497900.0,12,BORROW_40_LIQUIDATE_60,0.94,RECOMMENDED,,TRUE
syn-0136,EVENT,416.0507823328887,HL-101,,,,,,,VIEWED,TRUE
syn-0137,RECOMMENDATION,7.7,BL-602,EDUCATION,4134100.0,84,BORROW_40_LIQUIDATE_60,0.835,RECOMMENDED,,TRUE
syn-0137,EVENT,7.504023175205536,BL-602,,,,,,,ACCEPTED,TRUE
syn-0137,RECOMMENDATION,196.9,BL-602,VEHICLE,6248500.0,120,LIQUIDATE_100,0.439,RECOMMENDED,,TRUE
syn-0137,EVENT,196.3868227648633,BL-602,,,,,,,DECLINED,TRUE
syn-0137,RECOMMENDATION,51.5,BL-601,EDUCATION,4561000.0,84,BORROW_20_LIQUIDATE_80,0.503,RECOMMENDED,,TRUE
syn-0137,EVENT,50.81582034425528,BL-601,,,,,,,VIEWED,TRUE
syn-0137,RECOMMENDATION,201.5,BL-601,PERSONAL,167900.0,84,BORROW_40_LIQUIDATE_60,0.87,RECOMMENDED,,TRUE
syn-0137,EVENT,200.87083524619632,BL-601,,,,,,,VIEWED,TRUE
syn-0137,RECOMMENDATION,116.1,EL-301,EDUCATION,448700.0,12,BORROW_40_LIQUIDATE_60,0.428,RECOMMENDED,,TRUE
syn-0137,EVENT,115.48212009859422,EL-301,,,,,,,VIEWED,TRUE
syn-0138,RECOMMENDATION,414.9,HL-102,HOME,2896700.0,36,BORROW_60_LIQUIDATE_40,0.585,RECOMMENDED,,TRUE
syn-0138,EVENT,414.44082567907526,HL-102,,,,,,,VIEWED,TRUE
syn-0140,RECOMMENDATION,513.2,BL-602,EDUCATION,4546700.0,84,BORROW_40_LIQUIDATE_60,0.765,RECOMMENDED,,TRUE
syn-0140,EVENT,512.2965135447022,BL-602,,,,,,,DECLINED,TRUE
syn-0140,RECOMMENDATION,424.6,ML-501,MEDICAL,5104400.0,36,BORROW_40_LIQUIDATE_60,0.891,RECOMMENDED,,TRUE
syn-0140,EVENT,423.8525115549114,ML-501,,,,,,,VIEWED,TRUE
syn-0140,RECOMMENDATION,28.1,BL-601,VEHICLE,900400.0,84,BORROW_100,0.41,RECOMMENDED,,TRUE
syn-0140,EVENT,27.974409155104937,BL-601,,,,,,,DECLINED,TRUE
syn-0140,RECOMMENDATION,190.7,PL-401,VEHICLE,2139500.0,84,BORROW_40_LIQUIDATE_60,0.388,RECOMMENDED,,TRUE
syn-0140,EVENT,190.47800945016783,PL-401,,,,,,,ACCEPTED,TRUE
syn-0140,RECOMMENDATION,501.2,ML-501,MEDICAL,916300.0,12,BORROW_100,0.332,RECOMMENDED,,TRUE
syn-0140,EVENT,500.3398357198668,ML-501,,,,,,,ACCEPTED,TRUE
syn-0143,RECOMMENDATION,239.3,HL-103,MEDICAL,1460300.0,12,LIQUIDATE_100,0.713,RECOMMENDED,,TRUE
syn-0143,EVENT,238.40415146126875,HL-103,,,,,,,VIEWED,TRUE
syn-0143,RECOMMENDATION,512.1,BL-602,EDUCATION,3322200.0,12,BORROW_80_LIQUIDATE_20,0.555,RECOMMENDED,,TRUE
syn-0143,EVENT,511.87865994322624,BL-602,,,,,,,DECLINED,TRUE
syn-0143,RECOMMENDATION,162.0,VL-202,EDUCATION,6238400.0,36,BORROW_80_LIQUIDATE_20,0.572,RECOMMENDED,,TRUE
syn-0143,EVENT,161.30436311370013,VL-202,,,,,,,VIEWED,TRUE
syn-0147,RECOMMENDATION,94.3,VL-202,VEHICLE,301300.0,24,BORROW_80_LIQUIDATE_20,0.862,RECOMMENDED,,TRUE
syn-0147,EVENT,93.49249349449265,VL-202,,,,,,,VIEWED,TRUE
syn-0147,RECOMMENDATION,101.1,PL-401,VEHICLE,2806300.0,48,BORROW_40_LIQUIDATE_60,0.357,RECOMMENDED,,TRUE
syn-0147,EVENT,100.79899787788692,PL-401,,,,,,,VIEWED,TRUE
syn-0147,RECOMMENDATION,287.3,EL-302,MEDICAL,447600.0,24,BORROW_80_LIQUIDATE_20,0.905,RECOMMENDED,,TRUE
syn-0147,EVENT,287.1894853059385,EL-302,,,,,,,ACCEPTED,TRUE
syn-0147,RECOMMENDATION,401.7,PL-402,MEDICAL,364200.0,12,LIQUIDATE_100,0.544,RECOMMENDED,,TRUE
syn-0147,EVENT,401.5245655821357,PL-402,,,,,,,VIEWED,TRUE
syn-0147,RECOMMENDATION,251.7,PL-403,VEHICLE,571300.0,36,BORROW_40_LIQUIDATE_60,0.626,RECOMMENDED,,TRUE
syn-0147,EVENT,251.4598865855919,PL-403,,,,,,,VIEWED,TRUE
syn-0150,RECOMMENDATION,538.5,BL-602,PERSONAL,1742200.0,84,BORROW_100,0.911,RECOMMENDED,,TRUE
syn-0150,EVENT,538.3196509496586,BL-602,,,,,,,DECLINED,TRUE
syn-0150,RECOMMENDATION,285.4,EL-301,HOME,1111000.0,120,BORROW_20_LIQUIDATE_80,0.947,RECOMMENDED,,TRUE
syn-0150,EVENT,285.25748929614605,EL-301,,,,,,,VIEWED,TRUE
syn-0151,RECOMMENDATION,358.3,BL-603,BUSINESS,3286500.0,60,BORROW_100,0.444,RECOMMENDED,,TRUE
syn-0151,EVENT,357.8979320708303,BL-603,,,,,,,DECLINED,TRUE
syn-0151,RECOMMENDATION,191.7,EL-301,VEHICLE,1931600.0,48,BORROW_100,0.815,RECOMMENDED,,TRUE
syn-0151,EVENT,191.20597278299766,EL-301,,,,,,,DECLINED,TRUE
syn-0152,RECOMMENDATION,514.0,EL-301,MEDICAL,1187000.0,84,BORROW_20_LIQUIDATE_80,0.844,RECOMMENDED,,TRUE
syn-0152,EVENT,513.5707796908147,EL-301,,,,,,,ACCEPTED,TRUE
syn-0154,RECOMMENDATION,77.3,BL-601,MEDICAL,180400.0,48,BORROW_80_LIQUIDATE_20,0.946,RECOMMENDED,,TRUE
syn-0154,EVENT,77.15420514878396,BL-601,,,,,,,ACCEPTED,TRUE
syn-0154,RECOMMENDATION,345.7,EL-301,MEDICAL,298400.0,120,BORROW_20_LIQUIDATE_80,0.435,RECOMMENDED,,TRUE
syn-0154,EVENT,345.3838008339046,EL-301,,,,,,,VIEWED,TRUE
syn-0156,RECOMMENDATION,342.0,ML-501,MEDICAL,3102000.0,84,BORROW_40_LIQUIDATE_60,0.551,RECOMMENDED,,TRUE
syn-0156,EVENT,341.4890067249346,ML-501,,,,,,,DECLINED,TRUE
syn-0156,RECOMMENDATION,271.4,PL-402,VEHICLE,309900.0,36,BORROW_60_LIQUIDATE_40,0.39,RECOMMENDED,,TRUE
syn-0156,EVENT,271.27430501718595,PL-402,,,,,,,ACCEPTED,TRUE
syn-0156,RECOMMENDATION,441.8,VL-201,EDUCATION,1880800.0,12,BORROW_40_LIQUIDATE_60,0.434,RECOMMENDED,,TRUE
syn-0156,EVENT,440.9455920710315,VL-201,,,,,,,VIEWED,TRUE
syn-0159,RECOMMENDATION,45.4,PL-402,EDUCATION,1102600.0,12,BORROW_80_LIQUIDATE_20,0.538,RECOMMENDED,,TRUE
syn-0159,EVENT,44.66243339715503,PL-402,,,,,,,DECLINED,TRUE
syn-0159,RECOMMENDATION,25.0,PL-403,VEHICLE,4472600.0,84,BORROW_20_LIQUIDATE_80,0.524,RECOMMENDED,,TRUE
syn-0159,EVENT,24.656052648037047,PL-403,,,,,,,VIEWED,TRUE
syn-0159,RECOMMENDATION,142.8,ML-501,VEHICLE,467600.0,12,BORROW_20_LIQUIDATE_80,0.458,RECOMMENDED,,TRUE
syn-0159,EVENT,142.75884362230533,ML-501,,,,,,,DECLINED,TRUE
syn-0159,RECOMMENDATION,403.6,PL-403,HOME,701200.0,36,BORROW_20_LIQUIDATE_80,0.834,RECOMMENDED,,TRUE
syn-0159,EVENT,403.5991518288631,PL-403,,,,,,,ACCEPTED,TRUE
syn-0159,RECOMMENDATION,495.4,VL-201,PERSONAL,3845600.0,12,BORROW_20_LIQUIDATE_80,0.332,RECOMMENDED,,TRUE
syn-0159,EVENT,494.8012409366761,VL-201,,,,,,,ACCEPTED,TRUE
syn-0160,RECOMMENDATION,206.8,EL-301,MEDICAL,810900.0,12,BORROW_80_LIQUIDATE_20,0.548,RECOMMENDED,,TRUE
syn-0160,EVENT,206.22703250663514,EL-301,,,,,,,DECLINED,TRUE
syn-0160,RECOMMENDATION,129.2,PL-402,VEHICLE,4363500.0,84,BORROW_60_LIQUIDATE_40,0.894,RECOMMENDED,,TRUE
syn-0160,EVENT,129.12343314801592,PL-402,,,,,,,ACCEPTED,TRUE
syn-0160,RECOMMENDATION,296.2,VL-202,BUSINESS,1313600.0,48,BORROW_60_LIQUIDATE_40,0.773,RECOMMENDED,,TRUE
syn-0160,EVENT,296.07074046244395,VL-202,,,,,,,VIEWED,TRUE
syn-0160,RECOMMENDATION,151.9,PL-401,HOME,4040500.0,48,BORROW_20_LIQUIDATE_80,0.807,RECOMMENDED,,TRUE
syn-0160,EVENT,151.4035107744124,PL-401,,,,,,,ACCEPTED,TRUE
syn-0162,RECOMMENDATION,438.1,PL-402,VEHICLE,5458800.0,24,BORROW_60_LIQUIDATE_40,0.568,RECOMMENDED,,TRUE
syn-0162,EVENT,437.48222227279115,PL-402,,,,,,,DECLINED,TRUE
syn-0162,RECOMMENDATION,165.8,HL-103,HOME,5235300.0,120,BORROW_80_LIQUIDATE_20,0.679,RECOMMENDED,,TRUE
syn-0162,EVENT,165.6087606993195,HL-103,,,,,,,ACCEPTED,TRUE
syn-0162,RECOMMENDATION,336.9,HL-102,BUSINESS,2785400.0,48,BORROW_40_LIQUIDATE_60,0.562,RECOMMENDED,,TRUE
syn-0162,EVENT,336.50048050538334,HL-102,,,,,,,DECLINED,TRUE
syn-0162,RECOMMENDATION,161.1,PL-401,HOME,3105900.0,84,BORROW_80_LIQUIDATE_20,0.935,RECOMMENDED,,TRUE
syn-0162,EVENT,161.03676212152027,PL-401,,,,,,,VIEWED,TRUE
syn-0162,RECOMMENDATION,470.5,PL-401,HOME,5228700.0,60,BORROW_80_LIQUIDATE_20,0.887,RECOMMENDED,,TRUE
syn-0162,EVENT,469.9215580908067,PL-401,,,,,,,VIEWED,TRUE
syn-0164,RECOMMENDATION,257.1,EL-301,HOME,165700.0,12,LIQUIDATE_100,0.536,RECOMMENDED,,TRUE
syn-0164,EVENT,256.672044088131,EL-301,,,,,,,DECLINED,TRUE
syn-0165,RECOMMENDATION,392.8,VL-202,HOME,1965300.0,36,BORROW_40_LIQUIDATE_60,0.392,RECOMMENDED,,TRUE
syn-0165,EVENT,392.2085345708349,VL-202,,,,,,,ACCEPTED,TRUE
syn-0165,RECOMMENDATION,55.7,EL-301,EDUCATION,470700.0,120,BORROW_60_LIQUIDATE_40,0.621,RECOMMENDED,,TRUE
syn-0165,EVENT,55.165419265933004,EL-301,,,,,,,DECLINED,TRUE
syn-0165,RECOMMENDATION,294.3,EL-301,MEDICAL,453900.0,24,LIQUIDATE_100,0.469,RECOMMENDED,,TRUE
syn-0165,EVENT,294.21892150987037,EL-301,,,,,,,VIEWED,TRUE
syn-0165,RECOMMENDATION,58.2,PL-402,BUSINESS,100900.0,48,BORROW_40_LIQUIDATE_60,0.841,RECOMMENDED,,TRUE
syn-0165,EVENT,57.324534246158656,PL-402,,,,,,,VIEWED,TRUE
syn-0165,RECOMMENDATION,355.4,PL-403,PERSONAL,1538800.0,120,BORROW_20_LIQUIDATE_80,0.831,RECOMMENDED,,TRUE
syn-0165,EVENT,354.65574970228465,PL-403,,,,,,,VIEWED,TRUE
syn-0166,RECOMMENDATION,385.2,HL-102,BUSINESS,2667300.0,120,BORROW_100,0.384,RECOMMENDED,,TRUE
syn-0166,EVENT,385.00925586276696,HL-102,,,,,,,ACCEPTED,TRUE
syn-0166,RECOMMENDATION,145.8,BL-601,BUSINESS,211300.0,36,BORROW_60_LIQUIDATE_40,0.788,RECOMMENDED,,TRUE
syn-0166,EVENT,145.00381656525505,BL-601,,,,,,,VIEWED,TRUE
syn-0168,RECOMMENDATION,119.8,PL-403,PERSONAL,409800.0,24,BORROW_80_LIQUIDATE_20,0.833,RECOMMENDED,,TRUE
syn-0168,EVENT,119.06803651576571,PL-403,,,,,,,VIEWED,TRUE
syn-0168,RECOMMENDATION,271.0,BL-602,HOME,1137100.0,60,BORROW_40_LIQUIDATE_60,0.762,RECOMMENDED,,TRUE
syn-0168,EVENT,270.15693185901955,BL-602,,,,,,,DECLINED,TRUE
syn-0168,RECOMMENDATION,355.3,BL-602,PERSONAL,169800.0,120,BORROW_60_LIQUIDATE_40,0.546,RECOMMENDED,,TRUE
syn-0168,EVENT,354.95674060762576,BL-602,,,,,,,DECLINED,TRUE
syn-0168,RECOMMENDATION,357.7,HL-101,MEDICAL,100900.0,12,BORROW_100,0.789,RECOMMENDED,,TRUE
syn-0168,EVENT,357.6204316966166,HL-101,,,,,,,VIEWED,TRUE
syn-0168,RECOMMENDATION,211.9,PL-401,EDUCATION,4993300.0,120,BORROW_100,0.516,RECOMMENDED,,TRUE
syn-0168,EVENT,211.43317882997883,PL-401,,,,,,,VIEWED,TRUE
syn-0172,RECOMMENDATION,169.5,VL-201,BUSINESS,173400.0,84,BORROW_20_LIQUIDATE_80,0.789,RECOMMENDED,,TRUE
syn-0172,EVENT,169.32883665015794,VL-201,,,,,,,ACCEPTED,TRUE
syn-0172,RECOMMENDATION,163.6,BL-602,PERSONAL,593700.0,36,LIQUIDATE_100,0.446,RECOMMENDED,,TRUE
syn-0172,EVENT,163.3919177973497,BL-602,,,,,,,VIEWED,TRUE
syn-0172,RECOMMENDATION,124.6,EL-302,HOME,744300.0,48,BORROW_40_LIQUIDATE_60,0.937,RECOMMENDED,,TRUE
syn-0172,EVENT,123.98696140828991,EL-302,,,,,,,ACCEPTED,TRUE
syn-0172,RECOMMENDATION,266.6,PL-402,MEDICAL,401000.0,24,LIQUIDATE_100,0.713,RECOMMENDED,,TRUE
syn-0172,EVENT,265.9847551642117,PL-402,,,,,,,ACCEPTED,TRUE
syn-0172,RECOMMENDATION,424.3,VL-202,EDUCATION,428300.0,36,BORROW_60_LIQUIDATE_40,0.371,RECOMMENDED,,TRUE
syn-0172,EVENT,424.0599832082455,VL-202,,,,,,,VIEWED,TRUE
syn-0174,RECOMMENDATION,469.1,ML-501,HOME,1386600.0,24,BORROW_80_LIQUIDATE_20,0.764,RECOMMENDED,,TRUE
syn-0174,EVENT,468.37724115582387,ML-501,,,,,,,DECLINED,TRUE
syn-0174,RECOMMENDATION,230.9,ML-501,PERSONAL,396300.0,48,BORROW_60_LIQUIDATE_40,0.532,RECOMMENDED,,TRUE
syn-0174,EVENT,230.59102717417147,ML-501,,,,,,,VIEWED,TRUE
syn-0174,RECOMMENDATION,501.5,PL-402,PERSONAL,991500.0,60,BORROW_40_LIQUIDATE_60,0.478,RECOMMENDED,,TRUE
syn-0174,EVENT,500.61682393001223,PL-402,,,,,,,DECLINED,TRUE
syn-0174,RECOMMENDATION,26.6,VL-202,EDUCATION,3053100.0,36,BORROW_80_LIQUIDATE_20,0.78,RECOMMENDED,,TRUE
syn-0174,EVENT,25.942491119697635,VL-202,,,,,,,DECLINED,TRUE
syn-0174,RECOMMENDATION,482.0,EL-302,MEDICAL,590300.0,60,BORROW_80_LIQUIDATE_20,0.376,RECOMMENDED,,TRUE
syn-0174,EVENT,481.6708302735991,EL-302,,,,,,,DECLINED,TRUE
syn-0177,RECOMMENDATION,53.9,EL-301,MEDICAL,3376200.0,84,BORROW_40_LIQUIDATE_60,0.594,RECOMMENDED,,TRUE
syn-0177,EVENT,52.98820162801007,EL-301,,,,,,,DECLINED,TRUE
syn-0177,RECOMMENDATION,229.9,ML-501,VEHICLE,2208100.0,48,BORROW_100,0.866,RECOMMENDED,,TRUE
syn-0177,EVENT,229.81895853328692,ML-501,,,,,,,DECLINED,TRUE
syn-0177,RECOMMENDATION,394.9,PL-402,PERSONAL,538300.0,36,BORROW_100,0.396,RECOMMENDED,,TRUE
syn-0177,EVENT,394.227091545099,PL-402,,,,,,,VIEWED,TRUE
syn-0178,RECOMMENDATION,321.6,BL-601,PERSONAL,1146000.0,60,BORROW_100,0.455,RECOMMENDED,,TRUE
syn-0178,EVENT,320.62393881176223,BL-601,,,,,,,VIEWED,TRUE
syn-0178,RECOMMENDATION,242.5,PL-403,HOME,194800.0,12,BORROW_20_LIQUIDATE_80,0.717,RECOMMENDED,,TRUE
syn-0178,EVENT,242.27507174288792,PL-403,,,,,,,DECLINED,TRUE
syn-0178,RECOMMENDATION,235.6,EL-301,PERSONAL,1791900.0,84,BORROW_20_LIQUIDATE_80,0.525,RECOMMENDED,,TRUE
syn-0178,EVENT,235.19356601465867,EL-301,,,,,,,VIEWED,TRUE
syn-0179,RECOMMENDATION,127.1,EL-301,HOME,165400.0,24,BORROW_40_LIQUIDATE_60,0.463,RECOMMENDED,,TRUE
syn-0179,EVENT,126.5357095206624,EL-301,,,,,,,VIEWED,TRUE
syn-0179,RECOMMENDATION,429.1,BL-601,HOME,3381700.0,60,LIQUIDATE_100,0.566,RECOMMENDED,,TRUE
syn-0179,EVENT,428.24582798208075,BL-601,,,,,,,VIEWED,TRUE
syn-0184,RECOMMENDATION,263.2,HL-101,PERSONAL,785100.0,12,BORROW_20_LIQUIDATE_80,0.821,RECOMMENDED,,TRUE
syn-0184,EVENT,262.2000578515698,HL-101,,,,,,,ACCEPTED,TRUE
syn-0184,RECOMMENDATION,135.6,BL-601,HOME,159700.0,60,BORROW_60_LIQUIDATE_40,0.57,RECOMMENDED,,TRUE
syn-0184,EVENT,135.4517024240343,BL-601,,,,,,,DECLINED,TRUE
syn-0184,RECOMMENDATION,518.0,HL-103,PERSONAL,1845200.0,24,BORROW_100,0.329,RECOMMENDED,,TRUE
syn-0184,EVENT,517.449817664427,HL-103,,,,,,,DECLINED,TRUE
syn-0184,RECOMMENDATION,379.1,HL-102,BUSINESS,447800.0,48,BORROW_40_LIQUIDATE_60,0.946,RECOMMENDED,,TRUE
syn-0184,EVENT,378.1813288789171,HL-102,,,,,,,ACCEPTED,TRUE
syn-0184,RECOMMENDATION,8.5,BL-602,EDUCATION,328100.0,12,LIQUIDATE_100,0.444,RECOMMENDED,,TRUE
syn-0184,EVENT,7.552741358334039,BL-602,,,,,,,VIEWED,TRUE
syn-0189,RECOMMENDATION,184.6,ML-501,VEHICLE,155200.0,84,LIQUIDATE_100,0.751,RECOMMENDED,,TRUE
syn-0189,EVENT,183.6978695627722,ML-501,,,,,,,ACCEPTED,TRUE
syn-0190,RECOMMENDATION,403.4,HL-102,EDUCATION,425400.0,48,LIQUIDATE_100,0.848,RECOMMENDED,,TRUE
syn-0190,EVENT,402.87452998580403,HL-102,,,,,,,VIEWED,TRUE
syn-0194,RECOMMENDATION,330.4,BL-601,EDUCATION,3522900.0,24,BORROW_60_LIQUIDATE_40,0.324,RECOMMENDED,,TRUE
syn-0194,EVENT,329.4884403327804,BL-601,,,,,,,VIEWED,TRUE
syn-0194,RECOMMENDATION,337.0,HL-102,HOME,4992100.0,24,BORROW_20_LIQUIDATE_80,0.443,RECOMMENDED,,TRUE
syn-0194,EVENT,336.06292469972465,HL-102,,,,,,,VIEWED,TRUE
syn-0194,RECOMMENDATION,44.2,VL-201,VEHICLE,138400.0,60,BORROW_40_LIQUIDATE_60,0.614,RECOMMENDED,,TRUE
syn-0194,EVENT,43.6102369043471,VL-201,,,,,,,VIEWED,TRUE
syn-0194,RECOMMENDATION,487.8,PL-401,VEHICLE,4211500.0,60,BORROW_40_LIQUIDATE_60,0.468,RECOMMENDED,,TRUE
syn-0194,EVENT,487.1306865054137,PL-401,,,,,,,VIEWED,TRUE
syn-0194,RECOMMENDATION,416.3,HL-101,BUSINESS,198300.0,36,BORROW_40_LIQUIDATE_60,0.803,RECOMMENDED,,TRUE
syn-0194,EVENT,416.0954913381451,HL-101,,,,,,,VIEWED,TRUE
syn-0196,RECOMMENDATION,145.5,PL-401,EDUCATION,270800.0,24,BORROW_100,0.819,RECOMMENDED,,TRUE
syn-0196,EVENT,145.05959805006987,PL-401,,,,,,,VIEWED,TRUE
syn-0196,RECOMMENDATION,7.4,HL-101,HOME,357900.0,48,BORROW_40_LIQUIDATE_60,0.729,RECOMMENDED,,TRUE
syn-0196,EVENT,7.014734707273639,HL-101,,,,,,,DECLINED,TRUE
syn-0196,RECOMMENDATION,429.7,HL-103,MEDICAL,476700.0,120,BORROW_60_LIQUIDATE_40,0.453,RECOMMENDED,,TRUE
syn-0196,EVENT,428.7337516335619,HL-103,,,,,,,VIEWED,TRUE
syn-0199,RECOMMENDATION,537.0,PL-403,PERSONAL,3675900.0,120,BORROW_80_LIQUIDATE_20,0.333,RECOMMENDED,,TRUE
syn-0199,EVENT,536.5913463929505,PL-403,,,,,,,VIEWED,TRUE
syn-0199,RECOMMENDATION,402.5,BL-601,BUSINESS,341900.0,24,BORROW_60_LIQUIDATE_40,0.74,RECOMMENDED,,TRUE
syn-0199,EVENT,401.9602267624737,BL-601,,,,,,,VIEWED,TRUE
syn-0199,RECOMMENDATION,465.7,BL-603,MEDICAL,4772600.0,84,BORROW_40_LIQUIDATE_60,0.576,RECOMMENDED,,TRUE
syn-0199,EVENT,465.5965268512425,BL-603,,,,,,,VIEWED,TRUE
syn-0199,RECOMMENDATION,196.4,PL-402,BUSINESS,1034200.0,84,BORROW_60_LIQUIDATE_40,0.535,RECOMMENDED,,TRUE
syn-0199,EVENT,196.15421412986842,PL-402,,,,,,,VIEWED,TRUE
syn-0201,RECOMMENDATION,337.1,BL-602,MEDICAL,123100.0,36,BORROW_60_LIQUIDATE_40,0.647,RECOMMENDED,,TRUE
syn-0201,EVENT,336.24914116175455,BL-602,,,,,,,VIEWED,TRUE
syn-0204,RECOMMENDATION,469.5,BL-603,MEDICAL,989900.0,24,BORROW_20_LIQUIDATE_80,0.35,RECOMMENDED,,TRUE
syn-0204,EVENT,468.51661158783446,BL-603,,,,,,,VIEWED,TRUE
syn-0204,RECOMMENDATION,145.4,PL-402,PERSONAL,686700.0,36,BORROW_20_LIQUIDATE_80,0.421,RECOMMENDED,,TRUE
syn-0204,EVENT,145.22245289625056,PL-402,,,,,,,DECLINED,TRUE
syn-0204,RECOMMENDATION,71.6,VL-202,HOME,5333500.0,24,BORROW_100,0.949,RECOMMENDED,,TRUE
syn-0204,EVENT,71.1342019161997,VL-202,,,,,,,DECLINED,TRUE
syn-0204,RECOMMENDATION,419.4,VL-202,MEDICAL,577400.0,84,LIQUIDATE_100,0.787,RECOMMENDED,,TRUE
syn-0204,EVENT,419.17380628197657,VL-202,,,,,,,VIEWED,TRUE
syn-0204,RECOMMENDATION,21.4,VL-202,EDUCATION,1641300.0,60,BORROW_80_LIQUIDATE_20,0.76,RECOMMENDED,,TRUE
syn-0204,EVENT,21.38995194015786,VL-202,,,,,,,VIEWED,TRUE
syn-0206,RECOMMENDATION,56.8,BL-602,EDUCATION,136600.0,36,BORROW_80_LIQUIDATE_20,0.312,RECOMMENDED,,TRUE
syn-0206,EVENT,56.553745905906126,BL-602,,,,,,,DECLINED,TRUE
syn-0206,RECOMMENDATION,127.1,VL-202,VEHICLE,401400.0,36,BORROW_40_LIQUIDATE_60,0.466,RECOMMENDED,,TRUE
syn-0206,EVENT,126.6029434582339,VL-202,,,,,,,VIEWED,TRUE
syn-0206,RECOMMENDATION,430.0,BL-603,VEHICLE,1151200.0,12,BORROW_60_LIQUIDATE_40,0.74,RECOMMENDED,,TRUE
syn-0206,EVENT,429.0017705305329,BL-603,,,,,,,DECLINED,TRUE
syn-0208,RECOMMENDATION,414.5,HL-103,MEDICAL,919100.0,12,BORROW_80_LIQUIDATE_20,0.565,RECOMMENDED,,TRUE
syn-0208,EVENT,414.06030265066437,HL-103,,,,,,,ACCEPTED,TRUE
syn-0208,RECOMMENDATION,89.2,EL-301,VEHICLE,256900.0,24,BORROW_100,0.621,RECOMMENDED,,TRUE
