# SYNTHETIC DATA — generated by training/generate_data.py. These customers, portfolios, products and interactions are fabricated. Not real banking data.
user_id,monthly_income,monthly_expenses,existing_emi,credit_score,employment_type,employment_years,age,dependents,purpose,required_amount,preferred_tenure_months,risk_appetite,SYNTHETIC
syn-0206,51600.0,37000.0,7500.0,710,RETIRED,0.1,41,1,BUSINESS,1365000.0,36,MODERATE,TRUE
syn-0207,26100.0,12300.0,4700.0,692,SALARIED,7.4,38,2,PERSONAL,194000.0,24,AGGRESSIVE,TRUE
syn-0208,34500.0,21800.0,5700.0,649,CONTRACT,5.8,56,2,HOME,818000.0,120,AGGRESSIVE,TRUE
syn-0209,167500.0,63000.0,900.0,759,SALARIED,14.8,30,2,VEHICLE,1790000.0,60,CONSERVATIVE,TRUE
syn-0210,62200.0,44600.0,3200.0,706,RETIRED,11.9,45,2,EDUCATION,849000.0,24,CONSERVATIVE,TRUE
syn-0211,84900.0,40900.0,9800.0,705,RETIRED,3.0,56,3,HOME,4135000.0,60,MODERATE,TRUE
syn-0212,41700.0,19300.0,100.0,662,RETIRED,14.3,50,0,HOME,2194000.0,84,CONSERVATIVE,TRUE
syn-0213,29900.0,20600.0,4900.0,685,CONTRACT,4.6,40,2,VEHICLE,253000.0,24,MODERATE,TRUE
syn-0214,173700.0,86900.0,28300.0,641,RETIRED,7.2,32,1,PERSONAL,381000.0,24,MODERATE,TRUE
syn-0215,302600.0,121800.0,22700.0,677,SELF_EMPLOYED,2.7,55,0,MEDICAL,1849000.0,60,AGGRESSIVE,TRUE
syn-0216,708300.0,332600.0,44800.0,710,SALARIED,8.2,42,0,EDUCATION,14244000.0,48,CONSERVATIVE,TRUE
syn-0217,89500.0,55200.0,3600.0,611,RETIRED,6.3,32,1,MEDICAL,704000.0,60,CONSERVATIVE,TRUE
syn-0218,315700.0,192800.0,41600.0,751,RETIRED,3.5,30,2,HOME,14604000.0,240,AGGRESSIVE,TRUE
syn-0219,594200.0,207000.0,77000.0,755,SALARIED,9.8,62,0,BUSINESS,17498000.0,48,MODERATE,TRUE
syn-0220,636500.0,227800.0,73400.0,564,SELF_EMPLOYED,9.7,49,2,EDUCATION,4201000.0,36,CONSERVATIVE,TRUE
syn-0221,109800.0,70600.0,14100.0,692,SELF_EMPLOYED,7.4,51,2,PERSONAL,714000.0,36,MODERATE,TRUE
syn-0222,125600.0,56500.0,7900.0,683,SALARIED,3.2,61,0,PERSONAL,739000.0,48,CONSERVATIVE,TRUE
syn-0223,547700.0,366400.0,35500.0,716,SELF_EMPLOYED,1.8,40,0,BUSINESS,5233000.0,60,CONSERVATIVE,TRUE
syn-0224,76500.0,42600.0,6200.0,697,SELF_EMPLOYED,4.3,44,0,PERSONAL,153000.0,48,CONSERVATIVE,TRUE
syn-0225,115900.0,38500.0,8900.0,679,SELF_EMPLOYED,5.0,50,2,PERSONAL,895000.0,24,AGGRESSIVE,TRUE
syn-0226,401100.0,277700.0,48100.0,662,SELF_EMPLOYED,3.0,38,2,HOME,18672000.0,180,MODERATE,TRUE
syn-0227,28700.0,13200.0,3300.0,706,SALARIED,8.2,23,2,PERSONAL,294000.0,48,MODERATE,TRUE
syn-0228,25400.0,11700.0,2900.0,810,SALARIED,5.3,37,0,PERSONAL,181000.0,36,CONSERVATIVE,TRUE
syn-0229,59800.0,31700.0,900.0,629,RETIRED,5.0,43,0,VEHICLE,840000.0,48,MODERATE,TRUE
syn-0230,25100.0,7800.0,800.0,644,SALARIED,7.6,49,1,HOME,767000.0,180,AGGRESSIVE,TRUE
syn-0231,21100.0,11500.0,300.0,635,SALARIED,3.0,47,2,PERSONAL,94000.0,48,CONSERVATIVE,TRUE
syn-0232,76600.0,41700.0,6400.0,670,RETIRED,1.2,54,2,PERSONAL,224000.0,12,AGGRESSIVE,TRUE
syn-0233,300800.0,184300.0,38400.0,771,CONTRACT,17.5,50,2,PERSONAL,998000.0,48,AGGRESSIVE,TRUE
syn-0234,54600.0,32300.0,7400.0,484,CONTRACT,4.3,55,0,PERSONAL,512000.0,12,MODERATE,TRUE
syn-0235,217300.0,83400.0,34100.0,759,SELF_EMPLOYED,4.8,25,2,MEDICAL,1020000.0,12,AGGRESSIVE,TRUE
syn-0236,463600.0,182100.0,57000.0,900,RETIRED,2.3,35,1,VEHICLE,7447000.0,12,AGGRESSIVE,TRUE
syn-0237,143100.0,85700.0,24500.0,751,CONTRACT,1.8,37,1,PERSONAL,1319000.0,36,MODERATE,TRUE
syn-0238,220200.0,57900.0,26500.0,792,SELF_EMPLOYED,10.1,37,0,VEHICLE,1165000.0,36,CONSERVATIVE,TRUE
syn-0239,561400.0,311200.0,22900.0,641,RETIRED,8.9,26,0,PERSONAL,4962000.0,24,CONSERVATIVE,TRUE
syn-0240,40600.0,10500.0,4700.0,667,SELF_EMPLOYED,8.7,27,1,VEHICLE,425000.0,48,AGGRESSIVE,TRUE
syn-0241,64500.0,30600.0,11500.0,765,SALARIED,5.8,43,2,PERSONAL,323000.0,24,AGGRESSIVE,TRUE
syn-0242,32200.0,17800.0,5300.0,734,RETIRED,4.1,50,3,MEDICAL,160000.0,60,AGGRESSIVE,TRUE
syn-0243,201700.0,109500.0,15800.0,819,SELF_EMPLOYED,12.1,36,0,VEHICLE,1343000.0,60,AGGRESSIVE,TRUE
syn-0244,175400.0,105300.0,6500.0,791,SALARIED,21.1,29,2,MEDICAL,687000.0,36,CONSERVATIVE,TRUE
syn-0245,493100.0,310800.0,72100.0,900,RETIRED,11.0,56,2,VEHICLE,5276000.0,12,MODERATE,TRUE
syn-0246,832200.0,515900.0,19500.0,654,CONTRACT,5.0,47,2,MEDICAL,4299000.0,60,MODERATE,TRUE
syn-0247,792200.0,236200.0,21000.0,700,RETIRED,3.9,38,2,EDUCATION,13647000.0,48,AGGRESSIVE,TRUE
syn-0248,66200.0,41400.0,200.0,712,RETIRED,5.6,53,1,VEHICLE,939000.0,12,CONSERVATIVE,TRUE
syn-0249,58700.0,22800.0,3700.0,688,RETIRED,0.4,60,3,EDUCATION,1268000.0,48,MODERATE,TRUE
syn-0250,408700.0,225200.0,61100.0,657,SALARIED,1.7,52,0,BUSINESS,7084000.0,84,MODERATE,TRUE
syn-0251,31200.0,20800.0,1900.0,831,CONTRACT,9.6,50,2,BUSINESS,508000.0,36,AGGRESSIVE,TRUE
syn-0252,229600.0,89900.0,28100.0,705,SALARIED,10.0,30,2,VEHICLE,1364000.0,84,CONSERVATIVE,TRUE
syn-0253,636500.0,169200.0,92500.0,764,SELF_EMPLOYED,1.3,30,0,EDUCATION,4664000.0,84,AGGRESSIVE,TRUE
syn-0254,62300.0,41800.0,2600.0,531,SELF_EMPLOYED,7.8,38,1,HOME,931000.0,120,CONSERVATIVE,TRUE
syn-0255,465200.0,181900.0,30000.0,723,SALARIED,9.1,55,2,VEHICLE,6561000.0,60,MODERATE,TRUE
syn-0256,37900.0,18900.0,3200.0,643,CONTRACT,14.5,43,0,MEDICAL,116000.0,60,CONSERVATIVE,TRUE
syn-0257,68400.0,42200.0,8700.0,863,SELF_EMPLOYED,6.0,55,0,EDUCATION,1762000.0,48,CONSERVATIVE,TRUE
syn-0258,520600.0,323500.0,65000.0,663,SALARIED,4.5,25,3,HOME,19673000.0,180,CONSERVATIVE,TRUE
syn-0259,944500.0,519800.0,93600.0,668,SELF_EMPLOYED,8.5,56,0,BUSINESS,7936000.0,84,CONSERVATIVE,TRUE
syn-0260,69900.0,41800.0,9700.0,877,CONTRACT,8.3,48,3,VEHICLE,258000.0,84,AGGRESSIVE,TRUE
syn-0261,23100.0,7800.0,1700.0,673,SELF_EMPLOYED,9.6,52,0,MEDICAL,112000.0,48,MODERATE,TRUE
syn-0262,158600.0,44700.0,2400.0,708,RETIRED,5.1,50,3,MEDICAL,958000.0,60,CONSERVATIVE,TRUE
syn-0263,118900.0,31100.0,21200.0,612,CONTRACT,2.1,62,0,MEDICAL,355000.0,36,CONSERVATIVE,TRUE
syn-0264,25300.0,9500.0,1600.0,744,RETIRED,14.6,45,2,PERSONAL,99000.0,36,MODERATE,TRUE
syn-0265,21000.0,11500.0,3400.0,756,CONTRACT,9.5,60,3,BUSINESS,393000.0,36,MODERATE,TRUE
syn-0266,420000.0,151000.0,48700.0,542,SELF_EMPLOYED,6.4,32,3,HOME,14604000.0,180,CONSERVATIVE,TRUE
syn-0267,70000.0,50300.0,9800.0,747,RETIRED,7.9,25,0,EDUCATION,1800000.0,36,MODERATE,TRUE
syn-0268,27800.0,17800.0,1600.0,697,SELF_EMPLOYED,2.4,28,2,HOME,976000.0,240,AGGRESSIVE,TRUE
syn-0269,341500.0,92600.0,42400.0,880,RETIRED,1.8,47,0,VEHICLE,4669000.0,36,MODERATE,TRUE
syn-0270,192400.0,69800.0,15600.0,852,RETIRED,13.5,47,2,EDUCATION,2560000.0,60,CONSERVATIVE,TRUE
syn-0271,32700.0,23000.0,5000.0,686,SALARIED,8.4,55,1,BUSINESS,716000.0,36,AGGRESSIVE,TRUE
syn-0272,440100.0,251100.0,10300.0,657,SALARIED,6.9,40,0,HOME,5764000.0,180,CONSERVATIVE,TRUE
syn-0273,32400.0,18200.0,5300.0,805,RETIRED,1.7,40,2,HOME,969000.0,180,CONSERVATIVE,TRUE
syn-0274,213700.0,153600.0,37000.0,600,SELF_EMPLOYED,1.5,35,2,BUSINESS,4564000.0,24,AGGRESSIVE,TRUE
syn-0275,24800.0,12700.0,500.0,766,RETIRED,11.3,32,3,EDUCATION,627000.0,84,AGGRESSIVE,TRUE
syn-0276,500600.0,200200.0,74500.0,683,SELF_EMPLOYED,4.1,32,0,EDUCATION,8710000.0,84,AGGRESSIVE,TRUE
syn-0277,369700.0,195100.0,59200.0,696,CONTRACT,7.2,32,1,HOME,13709000.0,84,CONSERVATIVE,TRUE
syn-0278,220100.0,68000.0,37200.0,821,CONTRACT,11.9,52,2,MEDICAL,1715000.0,24,AGGRESSIVE,TRUE
syn-0279,732500.0,474300.0,95100.0,786,RETIRED,2.5,55,3,VEHICLE,11961000.0,36,CONSERVATIVE,TRUE
syn-0280,78200.0,22000.0,7100.0,719,RETIRED,0.1,23,0,EDUCATION,1000000.0,36,CONSERVATIVE,TRUE
syn-0281,426400.0,174200.0,3500.0,660,RETIRED,2.5,47,0,HOME,18132000.0,240,AGGRESSIVE,TRUE
syn-0282,39800.0,22500.0,2100.0,637,SALARIED,4.4,32,3,PERSONAL,370000.0,12,AGGRESSIVE,TRUE
syn-0283,762600.0,431900.0,57800.0,637,CONTRACT,2.7,47,2,VEHICLE,8295000.0,84,CONSERVATIVE,TRUE
syn-0284,133200.0,36500.0,11900.0,782,SELF_EMPLOYED,9.7,32,1,VEHICLE,1810000.0,48,MODERATE,TRUE
syn-0285,21300.0,8700.0,800.0,583,RETIRED,12.2,62,1,VEHICLE,96000.0,24,CONSERVATIVE,TRUE
syn-0286,94400.0,43400.0,2200.0,695,SELF_EMPLOYED,10.6,43,1,BUSINESS,1891000.0,24,MODERATE,TRUE
syn-0287,181100.0,82400.0,11000.0,743,SELF_EMPLOYED,1.1,58,2,BUSINESS,2733000.0,84,AGGRESSIVE,TRUE
syn-0288,205200.0,77600.0,16500.0,757,SELF_EMPLOYED,13.0,26,2,HOME,10695000.0,120,CONSERVATIVE,TRUE
syn-0289,136700.0,66600.0,13300.0,752,SELF_EMPLOYED,4.2,52,0,VEHICLE,1104000.0,48,CONSERVATIVE,TRUE
syn-0290,714500.0,191900.0,83700.0,550,SELF_EMPLOYED,8.1,28,0,BUSINESS,15878000.0,84,AGGRESSIVE,TRUE
syn-0291,46600.0,33200.0,5400.0,823,SALARIED,3.8,24,2,PERSONAL,262000.0,48,AGGRESSIVE,TRUE
syn-0292,213300.0,108600.0,7700.0,735,RETIRED,6.6,50,2,HOME,5614000.0,120,CONSERVATIVE,TRUE
syn-0293,35100.0,10700.0,2700.0,761,RETIRED,5.9,62,0,EDUCATION,847000.0,60,MODERATE,TRUE
syn-0294,369900.0,188000.0,19000.0,595,SELF_EMPLOYED,5.1,26,2,HOME,6060000.0,240,AGGRESSIVE,TRUE
syn-0295,711700.0,349600.0,9300.0,707,CONTRACT,13.3,41,0,MEDICAL,1756000.0,60,CONSERVATIVE,TRUE
syn-0296,325900.0,189300.0,53800.0,657,RETIRED,8.2,58,2,EDUCATION,5231000.0,84,MODERATE,TRUE
syn-0297,63500.0,16900.0,11200.0,607,SALARIED,0.2,43,0,VEHICLE,485000.0,84,MODERATE,TRUE
syn-0298,31600.0,16700.0,3600.0,685,RETIRED,6.4,58,0,BUSINESS,843000.0,48,MODERATE,TRUE
syn-0299,32400.0,16300.0,3000.0,679,SALARIED,1.0,34,3,HOME,1358000.0,240,AGGRESSIVE,TRUE
syn-0300,622300.0,185000.0,54200.0,772,SALARIED,3.8,33,0,MEDICAL,4806000.0,60,CONSERVATIVE,TRUE
syn-0301,55500.0,29800.0,7400.0,786,SALARIED,3.7,46,2,EDUCATION,583000.0,60,AGGRESSIVE,TRUE
syn-0302,65800.0,19000.0,1800.0,735,SALARIED,1.0,51,0,BUSINESS,1926000.0,48,CONSERVATIVE,TRUE
syn-0303,291500.0,127900.0,20100.0,684,SALARIED,2.6,44,1,MEDICAL,664000.0,24,MODERATE,TRUE
syn-0304,206300.0,134600.0,17800.0,764,SALARIED,0.7,33,2,MEDICAL,1152000.0,24,MODERATE,TRUE
syn-0305,20200.0,8400.0,900.0,642,RETIRED,0.1,30,2,VEHICLE,233000.0,84,MODERATE,TRUE
syn-0306,73400.0,39700.0,8500.0,647,SELF_EMPLOYED,19.6,42,0,HOME,2610000.0,180,AGGRESSIVE,TRUE
syn-0307,905400.0,250000.0,103000.0,679,SELF_EMPLOYED,4.1,25,2,MEDICAL,5893000.0,60,AGGRESSIVE,TRUE
syn-0308,87400.0,58600.0,12200.0,759,SALARIED,2.4,27,2,PERSONAL,213000.0,48,AGGRESSIVE,TRUE
syn-0309,224700.0,115500.0,40000.0,675,SALARIED,8.9,37,2,HOME,2838000.0,120,AGGRESSIVE,TRUE
syn-0310,256900.0,101200.0,21000.0,765,SALARIED,6.3,51,0,HOME,11986000.0,84,MODERATE,TRUE
syn-0311,201600.0,102400.0,25500.0,576,CONTRACT,9.8,46,0,VEHICLE,2615000.0,60,MODERATE,TRUE
syn-0312,144600.0,64800.0,24800.0,799,RETIRED,5.0,45,2,BUSINESS,1897000.0,24,CONSERVATIVE,TRUE
syn-0313,77100.0,46600.0,800.0,576,CONTRACT,8.5,40,2,BUSINESS,1017000.0,120,CONSERVATIVE,TRUE
syn-0314,97100.0,50300.0,13100.0,803,RETIRED,11.4,33,2,VEHICLE,610000.0,24,AGGRESSIVE,TRUE
syn-0315,48500.0,15400.0,400.0,685,SALARIED,5.8,36,3,PERSONAL,381000.0,24,AGGRESSIVE,TRUE
syn-0316,93000.0,29900.0,14700.0,847,SELF_EMPLOYED,5.3,57,0,VEHICLE,1083000.0,36,MODERATE,TRUE
syn-0317,156100.0,102700.0,26400.0,720,RETIRED,5.5,34,0,PERSONAL,1266000.0,36,CONSERVATIVE,TRUE
syn-0318,60000.0,31900.0,7900.0,672,RETIRED,2.8,28,0,HOME,2537000.0,60,AGGRESSIVE,TRUE
syn-0319,53600.0,28100.0,6000.0,716,CONTRACT,2.7,40,3,HOME,1694000.0,180,MODERATE,TRUE
syn-0320,21300.0,10000.0,900.0,750,CONTRACT,1.9,28,0,BUSINESS,107000.0,84,AGGRESSIVE,TRUE
syn-0321,761300.0,255800.0,110300.0,900,RETIRED,4.8,58,0,MEDICAL,1940000.0,60,CONSERVATIVE,TRUE
syn-0322,155100.0,40200.0,22400.0,594,SELF_EMPLOYED,8.0,29,0,MEDICAL,924000.0,48,AGGRESSIVE,TRUE
syn-0323,23800.0,9300.0,1900.0,654,SALARIED,7.9,41,0,BUSINESS,162000.0,84,CONSERVATIVE,TRUE
syn-0324,92100.0,63800.0,7100.0,612,SELF_EMPLOYED,3.8,59,2,EDUCATION,2300000.0,120,MODERATE,TRUE
syn-0325,794000.0,244500.0,93100.0,686,SELF_EMPLOYED,2.6,45,2,HOME,42699000.0,60,AGGRESSIVE,TRUE
syn-0326,162500.0,111100.0,2800.0,682,CONTRACT,8.6,39,2,VEHICLE,2235000.0,36,AGGRESSIVE,TRUE
syn-0327,107100.0,31800.0,8400.0,785,RETIRED,4.6,46,1,VEHICLE,1105000.0,24,CONSERVATIVE,TRUE
syn-0328,44700.0,16900.0,6700.0,651,RETIRED,11.7,42,2,BUSINESS,376000.0,48,CONSERVATIVE,TRUE
syn-0329,76800.0,29600.0,8200.0,630,RETIRED,3.3,32,0,HOME,3837000.0,84,CONSERVATIVE,TRUE
syn-0330,28900.0,9200.0,1700.0,789,CONTRACT,1.8,53,3,VEHICLE,192000.0,24,MODERATE,TRUE
syn-0331,619200.0,419500.0,27900.0,755,CONTRACT,6.6,32,3,MEDICAL,1541000.0,60,CONSERVATIVE,TRUE
syn-0332,282800.0,112500.0,27300.0,886,CONTRACT,0.1,56,1,EDUCATION,2738000.0,60,MODERATE,TRUE
syn-0333,123400.0,75600.0,17100.0,737,RETIRED,7.5,32,3,EDUCATION,696000.0,60,CONSERVATIVE,TRUE
syn-0334,490100.0,226600.0,5600.0,664,SALARIED,1.8,41,0,VEHICLE,3914000.0,60,AGGRESSIVE,TRUE
syn-0335,638800.0,330000.0,21700.0,756,SELF_EMPLOYED,5.5,53,1,EDUCATION,9573000.0,36,AGGRESSIVE,TRUE
syn-0336,92900.0,64700.0,13700.0,681,RETIRED,10.7,23,0,BUSINESS,2748000.0,48,AGGRESSIVE,TRUE
syn-0337,814400.0,259800.0,81200.0,607,RETIRED,15.7,38,3,PERSONAL,2694000.0,48,AGGRESSIVE,TRUE
syn-0338,367400.0,120600.0,41200.0,605,CONTRACT,7.3,30,1,MEDICAL,2407000.0,48,CONSERVATIVE,TRUE
syn-0339,100900.0,45900.0,15200.0,728,CONTRACT,8.2,59,1,BUSINESS,1098000.0,120,MODERATE,TRUE
syn-0340,97900.0,49900.0,4100.0,707,SALARIED,3.3,44,0,BUSINESS,2017000.0,60,MODERATE,TRUE
syn-0341,777700.0,364700.0,8200.0,733,RETIRED,4.5,34,2,HOME,13770000.0,240,MODERATE,TRUE
syn-0342,22700.0,14300.0,1300.0,816,SELF_EMPLOYED,4.1,48,2,HOME,1147000.0,60,CONSERVATIVE,TRUE
syn-0343,24600.0,13400.0,1000.0,675,RETIRED,6.1,47,1,HOME,1259000.0,60,AGGRESSIVE,TRUE
syn-0344,114200.0,77800.0,3000.0,703,SELF_EMPLOYED,1.4,56,2,BUSINESS,932000.0,60,MODERATE,TRUE
syn-0345,130200.0,54200.0,5100.0,697,SALARIED,4.6,55,2,PERSONAL,1086000.0,12,AGGRESSIVE,TRUE
syn-0346,685500.0,344300.0,96000.0,807,SALARIED,0.8,56,1,HOME,25045000.0,84,CONSERVATIVE,TRUE
syn-0347,194100.0,111700.0,6900.0,693,SELF_EMPLOYED,3.2,47,0,MEDICAL,719000.0,60,AGGRESSIVE,TRUE
syn-0348,855000.0,256600.0,69700.0,683,CONTRACT,0.8,59,2,HOME,21110000.0,120,CONSERVATIVE,TRUE
syn-0349,901900.0,575500.0,128700.0,590,SELF_EMPLOYED,12.2,54,3,HOME,45927000.0,84,AGGRESSIVE,TRUE
syn-0350,418700.0,218300.0,72600.0,707,SELF_EMPLOYED,1.8,32,2,MEDICAL,1677000.0,60,MODERATE,TRUE
syn-0351,23500.0,9400.0,3100.0,856,SELF_EMPLOYED,14.2,40,0,VEHICLE,352000.0,24,AGGRESSIVE,TRUE
syn-0352,180000.0,88400.0,5000.0,620,SALARIED,4.2,55,2,MEDICAL,542000.0,48,CONSERVATIVE,TRUE
syn-0353,67400.0,42800.0,6100.0,865,CONTRACT,10.7,31,2,EDUCATION,1082000.0,36,AGGRESSIVE,TRUE
syn-0354,423400.0,302100.0,20600.0,742,SELF_EMPLOYED,3.4,23,0,VEHICLE,3302000.0,48,CONSERVATIVE,TRUE
syn-0355,232100.0,160200.0,37500.0,771,CONTRACT,12.6,23,0,VEHICLE,2859000.0,48,CONSERVATIVE,TRUE
syn-0356,198900.0,66800.0,33500.0,690,SELF_EMPLOYED,7.1,49,0,MEDICAL,1178000.0,24,AGGRESSIVE,TRUE
syn-0357,557900.0,298000.0,24100.0,565,SALARIED,23.4,37,3,VEHICLE,4380000.0,48,MODERATE,TRUE
syn-0358,137600.0,48900.0,6700.0,507,SALARIED,19.4,27,0,VEHICLE,943000.0,24,MODERATE,TRUE
syn-0359,122100.0,43000.0,10500.0,637,SELF_EMPLOYED,4.6,40,2,EDUCATION,1266000.0,60,AGGRESSIVE,TRUE
syn-0360,434100.0,311200.0,49100.0,654,CONTRACT,8.0,58,0,HOME,13332000.0,60,CONSERVATIVE,TRUE
syn-0361,142800.0,40300.0,1100.0,759,SALARIED,7.8,42,1,PERSONAL,918000.0,48,CONSERVATIVE,TRUE
syn-0362,234500.0,145000.0,33900.0,644,SELF_EMPLOYED,4.7,53,0,BUSINESS,5193000.0,48,CONSERVATIVE,TRUE
syn-0363,465300.0,279200.0,3500.0,834,SALARIED,0.2,55,3,HOME,22350000.0,120,AGGRESSIVE,TRUE
syn-0364,28000.0,10900.0,2300.0,704,RETIRED,2.3,46,2,EDUCATION,402000.0,84,MODERATE,TRUE
syn-0365,28600.0,10600.0,5100.0,591,CONTRACT,4.4,53,2,PERSONAL,207000.0,48,AGGRESSIVE,TRUE
syn-0366,40200.0,28700.0,6200.0,739,SALARIED,8.0,61,0,VEHICLE,548000.0,84,CONSERVATIVE,TRUE
syn-0367,269200.0,135300.0,42500.0,781,SELF_EMPLOYED,1.2,33,0,VEHICLE,3612000.0,84,AGGRESSIVE,TRUE
syn-0368,172000.0,88000.0,30500.0,602,RETIRED,10.9,39,0,EDUCATION,3340000.0,48,AGGRESSIVE,TRUE
syn-0369,377700.0,258100.0,40200.0,664,RETIRED,4.4,27,0,BUSINESS,10631000.0,60,CONSERVATIVE,TRUE
syn-0370,50100.0,15500.0,7500.0,604,SELF_EMPLOYED,2.9,31,0,HOME,1563000.0,240,CONSERVATIVE,TRUE
syn-0371,993900.0,348600.0,5600.0,729,SELF_EMPLOYED,13.8,62,1,PERSONAL,8738000.0,12,AGGRESSIVE,TRUE
syn-0372,816900.0,277000.0,40500.0,724,SELF_EMPLOYED,3.9,24,2,EDUCATION,5671000.0,120,AGGRESSIVE,TRUE
syn-0373,286600.0,94600.0,10200.0,716,SELF_EMPLOYED,9.1,42,1,VEHICLE,2881000.0,84,CONSERVATIVE,TRUE
syn-0374,27300.0,19600.0,2700.0,679,SELF_EMPLOYED,3.0,42,2,BUSINESS,628000.0,48,AGGRESSIVE,TRUE
syn-0375,361000.0,247300.0,29900.0,637,RETIRED,3.1,30,1,PERSONAL,2301000.0,24,AGGRESSIVE,TRUE
syn-0376,30700.0,19100.0,400.0,823,CONTRACT,4.1,23,2,EDUCATION,742000.0,36,CONSERVATIVE,TRUE
syn-0377,51200.0,14100.0,9000.0,615,RETIRED,1.3,55,1,EDUCATION,1053000.0,60,CONSERVATIVE,TRUE
syn-0378,751100.0,429200.0,20600.0,729,SELF_EMPLOYED,7.7,35,2,PERSONAL,2260000.0,24,MODERATE,TRUE
syn-0379,31200.0,20300.0,3900.0,849,RETIRED,6.8,51,0,MEDICAL,236000.0,24,CONSERVATIVE,TRUE
syn-0380,98600.0,68400.0,2600.0,900,RETIRED,9.6,59,1,PERSONAL,621000.0,36,CONSERVATIVE,TRUE
syn-0381,951500.0,493600.0,140400.0,847,RETIRED,7.8,55,2,MEDICAL,1693000.0,36,MODERATE,TRUE
syn-0382,924200.0,476400.0,53400.0,738,SALARIED,4.2,26,0,BUSINESS,17075000.0,36,MODERATE,TRUE
syn-0383,25100.0,10200.0,3100.0,737,RETIRED,5.1,40,2,VEHICLE,295000.0,48,CONSERVATIVE,TRUE
syn-0384,66100.0,42800.0,7600.0,683,SALARIED,8.7,36,0,EDUCATION,1590000.0,84,AGGRESSIVE,TRUE
syn-0385,24900.0,11300.0,600.0,650,SELF_EMPLOYED,3.9,47,1,HOME,740000.0,120,MODERATE,TRUE
syn-0386,272400.0,139500.0,48400.0,627,RETIRED,11.7,29,3,BUSINESS,1737000.0,48,MODERATE,TRUE
syn-0387,55000.0,35700.0,3200.0,677,RETIRED,7.8,61,2,HOME,2967000.0,60,MODERATE,TRUE
syn-0388,592900.0,233700.0,28300.0,731,RETIRED,13.0,27,0,BUSINESS,5537000.0,84,MODERATE,TRUE
syn-0389,153600.0,109300.0,12300.0,624,RETIRED,5.3,60,2,MEDICAL,1280000.0,48,MODERATE,TRUE
syn-0390,138700.0,72100.0,10300.0,761,CONTRACT,6.2,53,2,VEHICLE,2099000.0,48,MODERATE,TRUE
syn-0391,65400.0,32300.0,3500.0,792,RETIRED,4.0,25,3,EDUCATION,1578000.0,36,CONSERVATIVE,TRUE
syn-0392,207700.0,77200.0,27800.0,545,RETIRED,1.2,62,2,PERSONAL,1363000.0,24,CONSERVATIVE,TRUE
syn-0393,384100.0,97800.0,10400.0,658,CONTRACT,6.1,55,0,MEDICAL,1427000.0,24,AGGRESSIVE,TRUE
syn-0394,536500.0,208000.0,14400.0,694,SALARIED,17.0,23,0,PERSONAL,2307000.0,12,CONSERVATIVE,TRUE
syn-0395,105400.0,66200.0,16900.0,900,SELF_EMPLOYED,3.3,34,0,VEHICLE,1396000.0,60,CONSERVATIVE,TRUE
syn-0396,108100.0,41800.0,1100.0,748,SELF_EMPLOYED,7.4,57,2,MEDICAL,797000.0,48,MODERATE,TRUE
syn-0397,145300.0,63700.0,4800.0,850,SALARIED,9.0,37,1,BUSINESS,4220000.0,48,MODERATE,TRUE
syn-0398,504000.0,343100.0,32700.0,694,SALARIED,7.7,60,3,PERSONAL,5015000.0,48,AGGRESSIVE,TRUE
syn-0399,20700.0,6800.0,1600.0,766,SALARIED,4.9,38,0,VEHICLE,251000.0,24,MODERATE,TRUE
